Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,Luka Dončić,21,DAL,PG,7,7,40.1,13.7,28,0.49,4.4,10.9,0.408,9.3,17.1,0.542,0.569,3.9,7.3,0.529,0.6,7.3,7.9,10.3,1.3,0.4,4.6,2.4,35.7,,doncilu01
2,Kevin Durant,32,BRK,PF,12,12,40.4,12.1,23.5,0.514,2.8,6.8,0.402,9.3,16.7,0.56,0.573,7.3,8.4,0.871,0.4,8.8,9.3,4.4,1.5,1.6,3.5,2.6,34.3,,duranke01
3,Damian Lillard,30,POR,PG,6,6,41.3,10.3,22.3,0.463,5.8,13,0.449,4.5,9.3,0.482,0.593,7.8,8.3,0.94,0.2,4.2,4.3,10.2,1,0.7,2.2,1.5,34.3,,lillada01
4,Donovan Mitchell,24,UTA,PG,10,10,34.6,10.5,23.5,0.447,5,11.5,0.435,5.5,12,0.458,0.553,6.3,7.6,0.829,0.3,3.9,4.2,5.5,1.1,0.2,2.8,2,32.3,,mitchdo01
5,Jayson Tatum,22,BOS,SF,5,5,37,9.4,22.2,0.423,2.8,7.2,0.389,6.6,15,0.44,0.486,9,9.8,0.918,0.6,5.2,5.8,4.6,1.2,1.6,2.6,3,30.6,,tatumja01
6,Kawhi Leonard,29,LAC,SF,11,11,39.3,11.1,19.4,0.573,2.2,5.5,0.393,8.9,13.8,0.645,0.629,6,6.8,0.88,2,5.7,7.7,4.4,2.1,0.8,2.2,2.6,30.4,,leonaka01
7,Giannis Antetokounmpo,26,MIL,PF,21,21,38.1,11.9,20.9,0.569,0.6,3.3,0.186,11.3,17.6,0.642,0.584,5.8,9.8,0.587,2.8,10,12.8,5.1,1,1.2,3,2.9,30.2,Finals MVP-1,antetgi01
8,Ja Morant,21,MEM,PG,5,5,40.6,11,22.6,0.487,2,6.2,0.323,9,16.4,0.549,0.531,6.2,8,0.775,1.4,3.4,4.8,8.2,0.4,0,3.4,1.8,30.2,,moranja01
9,Bradley Beal,27,WAS,SG,5,5,39,11.2,24.6,0.455,1.4,6.4,0.219,9.8,18.2,0.538,0.484,6.2,7.2,0.861,1.2,5,6.2,4.2,0.8,0.6,4,1.2,30,,bealbr01
10,Nikola Jokić,25,DEN,C,10,10,34.5,11.6,22.8,0.509,2,5.3,0.377,9.6,17.5,0.549,0.553,4.6,5.5,0.836,3.7,7.9,11.6,5,0.6,0.9,2.4,2.3,29.8,,jokicni01
11,Trae Young,22,ATL,PG,16,16,37.7,9.4,22.4,0.418,2.8,9,0.313,6.6,13.4,0.488,0.481,7.3,8.4,0.866,0.4,2.4,2.8,9.5,1.3,0,4,2.2,28.8,,youngtr01
12,Joel Embiid,26,PHI,C,11,11,32.5,9.2,17.9,0.513,1.5,3.7,0.39,7.7,14.2,0.545,0.553,8.3,9.9,0.835,1.5,9.1,10.5,3.4,1,1.5,3.8,3,28.1,,embiijo01
13,Devin Booker,24,PHO,SG,22,22,40.4,9.6,21.5,0.447,2,6.2,0.321,7.6,15.3,0.499,0.494,6,6.7,0.905,0.7,5,5.6,4.5,0.8,0.2,3.7,3.5,27.3,,bookede01
14,Paul George,30,LAC,SF,19,19,40.8,8.7,19.7,0.441,2.7,8,0.336,6,11.7,0.514,0.509,6.8,8.1,0.844,0.9,8.7,9.6,5.4,1,0.5,3.5,3.1,26.9,,georgpa01
15,Dillon Brooks,25,MEM,SF,5,5,35,10,19.4,0.515,1.6,4,0.4,8.4,15.4,0.545,0.557,4.2,5.2,0.808,1,3.2,4.2,2.2,1.4,0.4,1.8,3.4,25.8,,brookdi01
16,Khris Middleton,29,MIL,SF,23,23,40.1,8.6,19.7,0.438,2.6,7.6,0.343,6,12,0.498,0.504,3.7,4.2,0.887,1.1,6.5,7.6,5.1,1.5,0.2,3.2,2.5,23.6,,middlkh01
17,LeBron James,36,LAL,PG,6,6,37.3,9,19,0.474,3,8,0.375,6,11,0.545,0.553,2.3,3.8,0.609,1.2,6,7.2,8,1.5,0.3,4.2,1.2,23.3,,jamesle01
18,Kyrie Irving,28,BRK,PG,9,9,36.1,8.6,18.1,0.472,2.7,7.2,0.369,5.9,10.9,0.541,0.546,2.9,3.1,0.929,1.3,4.4,5.8,3.4,1,0.6,1.2,2.1,22.7,,irvinky01
19,Tobias Harris,28,PHI,PF,12,12,36.5,8.8,17.9,0.488,1.3,3.6,0.372,7.4,14.3,0.517,0.526,2.9,3.3,0.875,0.8,7.7,8.5,3.5,1,0.4,1.5,2.4,21.8,,harrito02
20,CJ McCollum,29,POR,SG,6,6,40,8.3,19,0.439,2.3,7,0.333,6,12,0.5,0.5,1.7,2.2,0.769,1,5,6,4.3,0.3,0.7,2,4.2,20.7,,mccolcj01
21,James Harden,31,BRK,PG,9,9,35.8,5.7,12,0.472,2.7,7.3,0.364,3,4.7,0.643,0.583,6.2,6.9,0.903,0.8,5.6,6.3,8.6,1.7,0.7,2.9,2.6,20.2,,hardeja01
22,Derrick Rose,32,NYK,PG,5,3,35,8,16.8,0.476,1.6,3.4,0.471,6.4,13.4,0.478,0.524,1.8,1.8,1,0.8,3.2,4,5,0.4,0.2,1.6,1,19.4,,rosede01
23,Chris Paul,35,PHO,PG,20,20,34.2,7.5,15,0.497,1.5,3.3,0.446,6,11.8,0.511,0.545,2.9,3.3,0.877,0.5,3.1,3.5,8.6,1.2,0.2,2.2,2.4,19.2,,paulch01
24,Russell Westbrook,32,WAS,PG,5,5,37.2,5.6,16.8,0.333,1,4,0.25,4.6,12.8,0.359,0.363,6.8,8.6,0.791,2.8,7.6,10.4,11.8,0.4,0.2,4.2,3.4,19,,westbru01
25,Seth Curry,30,PHI,SG,12,12,31.8,7.1,12.3,0.578,3.4,6.8,0.506,3.7,5.5,0.667,0.718,1.3,1.6,0.789,0.3,2,2.3,2.3,0.8,0.3,0.8,2.8,18.8,,curryse01
26,Bojan Bogdanović,31,UTA,SF,11,11,35.5,5.8,12.5,0.467,3.2,6.9,0.461,2.6,5.5,0.475,0.595,3.3,3.7,0.878,0.5,3.7,4.3,1.5,0.9,0,2.1,2.5,18.1,,bogdabo02
27,Julius Randle,26,NYK,PF,5,5,36,5.6,18.8,0.298,2.2,6.6,0.333,3.4,12.2,0.279,0.356,4.6,5.4,0.852,2.2,9.4,11.6,4,0.6,0,4.6,3.6,18,,randlju01
28,Reggie Jackson,30,LAC,SG,19,17,32.7,6.4,13.3,0.484,3.1,7.5,0.408,3.4,5.8,0.582,0.599,1.9,2.2,0.878,0.4,2.8,3.2,3.4,0.9,0.2,1.5,2.6,17.8,,jacksre01
29,Marcus Smart,26,BOS,PG,5,5,36.6,5.8,13.2,0.439,3.2,8.6,0.372,2.6,4.6,0.565,0.561,3,4.2,0.714,0.8,3.6,4.4,6,1,0.2,2.8,2.8,17.8,,smartma01
30,Jordan Clarkson,28,UTA,SG,11,0,27.1,6.1,15,0.406,3.1,8.8,0.351,3,6.2,0.485,0.509,2.3,2.4,0.962,0.5,2.5,3.1,1.5,0.6,0.3,2.1,1.4,17.5,,clarkjo01
31,Anthony Davis,27,LAL,PF,5,5,28.8,5,12.4,0.403,0.4,2.2,0.182,4.6,10.2,0.451,0.419,7,8.4,0.833,1.4,5.2,6.6,2.6,0.6,1.6,1.2,1.8,17.4,,davisan02
32,Michael Porter Jr.,22,DEN,SF,10,10,33.2,6.4,13.5,0.474,2.9,7.3,0.397,3.5,6.2,0.565,0.581,1.7,2.1,0.81,1.2,5,6.2,1.3,1.1,0.3,1.6,3.1,17.4,,portemi01
33,Jrue Holiday,30,MIL,PG,23,23,39.7,6.9,16.9,0.406,1.9,6.2,0.303,5,10.7,0.466,0.461,1.7,2.4,0.714,1.4,4.3,5.7,8.7,1.7,0.4,2.4,2.1,17.3,,holidjr01
34,Tim Hardaway Jr.,28,DAL,SG,7,7,37.4,6,14.4,0.416,3.3,8.1,0.404,2.7,6.3,0.432,0.53,1.7,2.3,0.75,0.7,2.6,3.3,1.4,0.4,0,0.9,2.4,17,,hardati02
35,Norman Powell,27,POR,SF,6,6,36,6.3,12.7,0.5,1.7,4.3,0.385,4.7,8.3,0.56,0.566,2.7,3,0.889,0.5,1.7,2.2,2,0.8,1,1.2,2.8,17,,powelno01
36,Will Barton,30,DEN,SF,3,1,27.7,6.3,14.3,0.442,2.3,7,0.333,4,7.3,0.545,0.523,1.3,1.3,1,0.3,4,4.3,2.7,0.7,0.3,1.3,1.3,16.3,,bartowi01
37,Goran Dragić,34,MIA,PG,4,2,29.3,5.8,13.5,0.426,2.3,6.5,0.346,3.5,7,0.5,0.509,2.3,3,0.75,0.3,1.5,1.8,2.8,1,0.5,1.5,2.8,16,,dragigo01
38,Deandre Ayton,22,PHO,C,22,22,36.4,7,10.6,0.658,0,0,,7,10.6,0.658,0.658,1.8,2.4,0.736,3,8.8,11.8,1.1,0.8,1.1,1.3,2.9,15.8,,aytonde01
39,Bam Adebayo,23,MIA,C,4,4,34,6.5,14.3,0.456,0,0,,6.5,14.3,0.456,0.456,2.5,3.3,0.769,3.5,5.8,9.3,4.3,1.3,0.5,2.8,2.8,15.5,,adebaba01
40,Evan Fournier,28,BOS,SF,5,5,33.4,5.4,12.6,0.429,2.6,6,0.433,2.8,6.6,0.424,0.532,2,2.4,0.833,1,2.6,3.6,1.4,1.2,0,1,4,15.4,,fournev01
41,Mike Conley,33,UTA,PG,6,6,29.3,4.8,11.3,0.426,3,6.2,0.486,1.8,5.2,0.355,0.559,2.7,2.7,1,0.5,3,3.5,7.7,0.2,0.5,2.3,2.5,15.3,,conlemi01
42,Jonas Valančiūnas,28,MEM,C,5,5,33.2,6.6,11.6,0.569,0.4,1.6,0.25,6.2,10,0.62,0.586,1.4,1.6,0.875,4,5.8,9.8,2.6,0.6,0.6,2,3.6,15,,valanjo01
43,Rui Hachimura,22,WAS,PF,5,5,34.6,5.8,9.4,0.617,1.8,3,0.6,4,6.4,0.625,0.713,1.4,2.4,0.583,1,6.2,7.2,1,0.4,0.2,1,3.6,14.8,,hachiru01
44,Rudy Gobert,28,UTA,C,11,11,34.2,5.5,7.4,0.741,0,0.1,0,5.5,7.3,0.75,0.741,3.8,6,0.636,3.9,8.4,12.3,0.8,0.5,2.1,1.5,4.2,14.7,,goberru01
45,Jimmy Butler,31,MIA,SF,4,4,38.5,4.8,16,0.297,1,3.8,0.267,3.8,12.3,0.306,0.328,4,5.5,0.727,1.5,6,7.5,7,1.3,0.3,2.3,1.5,14.5,,butleji01
46,RJ Barrett,20,NYK,SG,5,5,32.4,5.2,13.4,0.388,1.6,5.6,0.286,3.6,7.8,0.462,0.448,2.4,3,0.8,0.8,6.4,7.2,3,0.8,0.4,0.4,2.2,14.4,,barrerj01
47,Dennis Schröder,27,LAL,SG,6,6,32.7,4.7,11.7,0.4,1.3,4.3,0.308,3.3,7.3,0.455,0.457,3.7,4.3,0.846,0.2,2.8,3,2.8,1,0.2,1.7,2.2,14.3,,schrode01
48,Bogdan Bogdanović,28,ATL,SG,18,18,33.2,5.4,13.8,0.39,2.6,7.9,0.329,2.8,5.9,0.472,0.484,0.7,0.9,0.706,0.6,3.6,4.2,2.9,1.6,0.3,1.5,2.8,14.1,,bogdabo01
49,Alec Burks,29,NYK,SG,5,0,25.6,4.8,11.2,0.429,1.6,4.8,0.333,3.2,6.4,0.5,0.5,2.8,3.8,0.737,1,4,5,2.6,0.2,0,0.8,2.2,14,,burksal01
50,John Collins,23,ATL,PF,18,18,32,5.6,10.1,0.549,1.1,3.1,0.357,4.4,7,0.635,0.604,1.7,2,0.833,2,6.7,8.7,0.9,0.4,0.6,1.3,3.3,13.9,,collijo01
51,Monte Morris,25,DEN,PG,10,1,28.6,5,11.6,0.431,1.6,4,0.4,3.4,7.6,0.447,0.5,2.1,2.9,0.724,0.7,1.7,2.4,5.5,1,0.2,0.7,1.2,13.7,,morrimo01
52,Jaren Jackson Jr.,21,MEM,C,5,5,27.4,4.6,10.8,0.426,1.6,5.6,0.286,3,5.2,0.577,0.5,2.8,3.2,0.875,1.8,3.8,5.6,1,1,1.2,0.8,4.2,13.6,,jacksja02
53,Jusuf Nurkić,26,POR,C,6,6,28.8,5,9.2,0.545,0.2,0.8,0.2,4.8,8.3,0.58,0.555,3,4.2,0.72,3,7.3,10.3,2.7,0.5,1.2,2.3,5,13.2,,nurkiju01
54,Kristaps Porziņģis,25,DAL,C,7,7,33.3,4.9,10.3,0.472,1.1,3.9,0.296,3.7,6.4,0.578,0.528,2.3,2.7,0.842,1,4.4,5.4,1.3,1.3,0.7,0.4,2.7,13.1,,porzikr01
55,Brook Lopez,32,MIL,C,23,23,29,5.2,9.4,0.548,1,3.1,0.319,4.2,6.3,0.662,0.601,1.6,1.9,0.86,2.1,3.8,5.9,0.3,0.7,1.5,1.1,2.1,13,,lopezbr01
56,Danilo Gallinari,32,ATL,PF,18,0,24.6,4.1,9.7,0.425,1.9,4.7,0.405,2.2,5,0.444,0.523,2.7,2.9,0.942,0.4,3.4,3.9,0.8,0.3,0.2,0.8,2.6,12.8,,gallida01
57,Cam Reddish,21,ATL,SF,4,0,23,4.8,9,0.528,2.3,3.5,0.643,2.5,5.5,0.455,0.653,1,1.3,0.8,0.3,3.3,3.5,1.8,1.5,0.5,1.3,2.8,12.8,,reddica01
58,Kemba Walker,30,BOS,PG,3,3,30.3,4.3,13.7,0.317,1,5.7,0.176,3.3,8,0.417,0.354,3,3.3,0.9,0,4,4,4,0.3,0,2.7,3.3,12.7,,walkeke02
59,Carmelo Anthony,36,POR,PF,6,0,23.8,4.2,10,0.417,2.3,6.2,0.378,1.8,3.8,0.478,0.533,1.7,1.8,0.909,0.3,2.8,3.2,1.5,0.3,0.2,1.2,2.5,12.3,,anthoca01
60,Marcus Morris,31,LAC,PF,19,18,31.8,4.5,10.5,0.43,1.9,5.1,0.375,2.6,5.5,0.481,0.52,1.3,1.7,0.75,0.7,3.6,4.3,1.5,0.5,0.5,0.4,2.6,12.2,,morrima03
61,Ben Simmons,24,PHI,PG,12,12,33.5,4.9,7.9,0.621,0,0.1,0,4.9,7.8,0.628,0.621,2.1,6.1,0.342,2.1,5.8,7.9,8.8,1.3,0.8,2.3,3.3,11.9,,simmobe01
62,Daniel Gafford,22,WAS,C,5,2,23.4,4.4,5.2,0.846,0,0,,4.4,5.2,0.846,0.846,3,4.8,0.625,2.8,3,5.8,0.6,1,2,0.6,3.4,11.8,,gaffoda01
63,Boban Marjanović,32,DAL,C,4,3,20.8,5,9.8,0.513,0,0,,5,9.8,0.513,0.513,1.8,2.3,0.778,3.5,4.5,8,1,0,0.3,1,3.3,11.8,,marjabo01
64,Royce O'Neale,27,UTA,SF,11,11,36.7,3.9,7.7,0.506,2.5,5.5,0.467,1.4,2.3,0.6,0.671,0.9,1.1,0.833,1.5,5.8,7.3,2.1,1.1,0.3,0.7,3.7,11.3,,onealro01
65,Joe Harris,29,BRK,SF,12,12,36.2,4.1,10.3,0.398,2.8,6.8,0.402,1.3,3.4,0.39,0.533,0.3,0.3,0.75,0.4,3.2,3.6,1.6,0.3,0.2,0.8,2.8,11.2,,harrijo01
66,Mikal Bridges,24,PHO,SF,22,22,32.1,4.2,8.6,0.484,1.6,4.3,0.368,2.6,4.3,0.6,0.576,1.1,1.3,0.893,0.9,3.4,4.3,1.6,1,0.7,0.7,1.9,11.1,,bridgmi01
67,Aaron Gordon,25,DEN,PF,10,10,29.9,4.3,9.9,0.434,0.9,2.3,0.391,3.4,7.6,0.447,0.48,1.6,2.5,0.64,2.1,3.3,5.4,2,0.5,0.3,1.4,2.3,11.1,,gordoaa01
68,Kevin Huerter,22,ATL,SG,18,10,31,4.3,10,0.428,1.8,5.3,0.347,2.4,4.7,0.518,0.519,0.7,0.9,0.706,0.6,3.2,3.8,2.8,0.8,0.9,1.1,2.7,11.1,,huertke01
69,Jae Crowder,30,PHO,PF,22,22,33.1,3.5,8.4,0.413,2.5,6.5,0.38,1,1.9,0.524,0.56,1.4,1.6,0.886,0.5,5.6,6.1,1.9,0.9,0.8,0.9,3,10.8,,crowdja01
70,De'Andre Hunter,23,ATL,SF,5,5,30.4,3.6,9,0.4,1.2,3.2,0.375,2.4,5.8,0.414,0.467,2.4,3.2,0.75,0.4,3.6,4,0.6,0.2,0.6,1.4,2.2,10.8,,huntede01
71,Tristan Thompson,29,BOS,C,5,5,26.4,4,6.8,0.588,0,0,,4,6.8,0.588,0.588,2.4,3.4,0.706,5.8,4,9.8,1,0.8,1.2,1,2.4,10.4,,thomptr01
72,Dorian Finney-Smith,27,DAL,PF,7,7,38.7,3.7,9.1,0.406,2.3,5.3,0.432,1.4,3.9,0.37,0.531,0.6,0.7,0.8,2.4,4.1,6.6,2.1,1.1,0.3,1.7,3.3,10.3,,finnedo01
73,Kendrick Nunn,25,MIA,PG,4,2,23.3,4.3,10.8,0.395,1.3,4.5,0.278,3,6.3,0.48,0.453,0.5,0.5,1,0,1.5,1.5,1.5,0.5,0,0.8,1,10.3,,nunnke01
74,Duncan Robinson,26,MIA,SF,4,4,25,2.8,7.3,0.379,2.5,6.8,0.37,0.3,0.5,0.5,0.552,2.3,2.5,0.9,0,2.8,2.8,0.8,0.8,0,1,3.3,10.3,,robindu01
75,Joe Ingles,33,UTA,SF,11,6,27.8,3.5,7.2,0.494,2.2,5.3,0.414,1.4,1.9,0.714,0.646,0.9,1.2,0.769,0.1,3,3.1,3.5,0.6,0,0.8,1.7,10.2,,inglejo01
76,Clint Capela,26,ATL,C,18,18,31.6,4.6,7.6,0.603,0,0,,4.6,7.6,0.603,0.603,0.9,2.2,0.436,3.4,7.8,11.2,0.9,0.7,1.1,1,2.6,10.1,,capelca01
77,Dāvis Bertāns,28,WAS,PF,4,2,26.5,2.8,6.8,0.407,2,5.8,0.348,0.8,1,0.75,0.556,1.8,1.8,1,0,2.8,2.8,0.3,0.3,0.5,0.3,3,9.3,,bertada01
78,Facundo Campazzo,29,DEN,PG,10,9,27,2.9,7.4,0.392,1.9,4.8,0.396,1,2.6,0.385,0.52,1.6,1.9,0.842,0.7,2.3,3,4.1,1.4,0.4,1.5,3.5,9.3,,campafa01
79,Robert Covington,30,POR,PF,6,6,38,3,6,0.5,1.8,3.7,0.5,1.2,2.3,0.5,0.653,1.5,1.7,0.9,1.5,6.3,7.8,1.2,1.5,1,1.3,3.3,9.3,,covinro01
80,Tyler Herro,21,MIA,SG,4,0,23.3,3,9.5,0.316,1.5,4.8,0.316,1.5,4.8,0.316,0.395,1.8,1.8,1,0.3,3,3.3,1.8,0.3,0.3,0.8,0.5,9.3,,herroty01
81,Cameron Payne,26,PHO,PG,22,2,19,3.7,8.8,0.425,1.1,3.1,0.362,2.6,5.6,0.46,0.49,0.7,0.8,0.889,0.3,2.2,2.5,3.2,0.8,0.5,1.1,1.8,9.3,,payneca01
82,Austin Rivers,28,DEN,SG,10,9,30.5,3,6.9,0.435,1.9,4.6,0.413,1.1,2.3,0.478,0.572,1.3,1.6,0.813,0.1,1.6,1.7,2.1,0.2,0.3,0.9,3.2,9.2,,riverau01
83,Nemanja Bjelica,32,MIA,PF,2,0,15,2.5,5.5,0.455,2,4,0.5,0.5,1.5,0.333,0.636,2,3,0.667,0.5,2,2.5,1,1,0.5,0,2.5,9,,bjeline01
84,Andre Drummond,27,LAL,C,5,5,21,3.8,6.4,0.594,0,0,,3.8,6.4,0.594,0.594,1.4,2,0.7,3.8,7.2,11,0,0.8,0.6,2.2,2.4,9,,drumman01
85,Blake Griffin,31,BRK,PF,12,12,26.5,3.5,6.6,0.532,1.2,3,0.389,2.3,3.6,0.651,0.62,0.8,1.2,0.714,1.3,4.7,5.9,1.8,0.8,0.5,0.4,3.3,9,,griffbl01
86,Romeo Langford,21,BOS,SG,4,2,27.3,3.3,8,0.406,1.5,4.3,0.353,1.8,3.8,0.467,0.5,1,1,1,1.3,1.3,2.5,1.3,0.8,0.5,0.3,0.5,9,,langfro01
87,Reggie Bullock,29,NYK,SF,5,5,32.4,3,7.8,0.385,2,5.8,0.345,1,2,0.5,0.513,0.8,1,0.8,1,2.4,3.4,1.2,0.6,0.2,0.8,2.2,8.8,,bullore01
88,Bobby Portis,25,MIL,C,20,2,18.3,3.5,7.6,0.464,0.9,2.6,0.346,2.6,5,0.525,0.523,0.9,1.3,0.72,1.7,3.4,5,0.6,0.7,0.4,0.5,1.6,8.8,,portibo01
89,Jabari Parker,25,BOS,PF,4,0,14.8,3.3,5.3,0.619,0.5,1.3,0.4,2.8,4,0.688,0.667,1.5,2,0.75,0.5,3.3,3.8,0.5,0,0.8,1.5,1.8,8.5,,parkeja01
90,Kyle Anderson,27,MEM,PF,5,5,28.4,3.6,8.4,0.429,0.6,2.4,0.25,3,6,0.5,0.464,0.6,0.8,0.75,0.8,4.2,5,3.2,2.8,0,0.8,1.8,8.4,,anderky01
91,Jeff Green,34,BRK,PF,6,1,24.7,2.7,5.5,0.485,1.7,3,0.556,1,2.5,0.4,0.636,1.2,1.3,0.875,0.7,2.2,2.8,1.7,0.5,0.3,0.5,2.3,8.2,,greenje02
92,Cameron Johnson,24,PHO,PF,21,0,21.1,2.6,5.2,0.5,1.6,3.5,0.446,1,1.7,0.611,0.65,1.4,1.5,0.906,0.8,2.4,3.1,0.8,0.9,0.2,0.7,1.3,8.2,,johnsca02
93,Nicolas Batum,32,LAC,SF,19,10,29.2,2.8,5.7,0.486,1.5,3.8,0.389,1.3,1.9,0.676,0.615,1,1.2,0.826,1,4.5,5.5,2.1,1.3,0.5,0.3,1.4,8.1,,batumni01
94,Jalen Brunson,24,DAL,PG,7,0,16.3,2.9,6.3,0.455,0.9,1.9,0.462,2,4.4,0.452,0.523,1.4,1.9,0.769,0.9,1.7,2.6,1.4,0,0,0.6,0.9,8,,brunsja01
95,Bruce Brown,24,BRK,PG,12,5,23.1,3.3,6.6,0.506,0.2,0.9,0.182,3.2,5.7,0.559,0.519,1.1,1.3,0.813,1.9,3.2,5.1,2.1,0.7,0.4,0.9,2.6,7.9,,brownbr01
96,Lou Williams,34,ATL,PG,18,2,15.4,2.8,6.1,0.455,0.7,1.7,0.433,2.1,4.4,0.463,0.514,1.4,1.5,0.963,0.1,1.3,1.4,2.2,0.7,0.1,1.2,0.9,7.7,,willilo02
97,DeMarcus Cousins,30,LAC,C,7,0,8.3,2.7,6,0.452,0.6,1.4,0.4,2.1,4.6,0.469,0.5,1.6,2,0.786,0.9,1.1,2,0.7,0.3,0.4,0.7,1.9,7.6,,couside01
98,Terance Mann,24,LAC,SG,19,6,19.9,2.8,5.5,0.519,0.8,1.9,0.432,2,3.5,0.567,0.596,1.1,1.5,0.714,0.9,1.8,2.7,0.7,0.5,0.3,0.2,2.2,7.6,,mannte01
99,Robin Lopez,32,WAS,C,5,0,14.6,3.6,5,0.72,0,0,,3.6,5,0.72,0.72,0.2,0.8,0.25,0.8,1,1.8,0,0,0.8,0.2,1.4,7.4,,lopezro01
100,Danny Green,33,PHI,SF,8,8,24.9,2.6,6,0.438,1.8,4.6,0.378,0.9,1.4,0.636,0.583,0,0,,1.1,1.5,2.6,2.6,1.1,1,0.6,1.6,7,,greenda02
101,Furkan Korkmaz,23,PHI,SG,12,4,16.3,2.5,6.1,0.411,1.2,3.7,0.318,1.3,2.4,0.552,0.507,0.8,1.2,0.714,0.3,1.7,2,0.6,0.6,0.3,0.4,0.8,7,,korkmfu01
102,Pat Connaughton,28,MIL,SG,23,1,23.7,2.4,5.2,0.462,1.6,4.1,0.389,0.8,1,0.75,0.618,0.5,0.6,0.846,1.3,3.1,4.4,0.9,0.4,0.3,0.5,1.7,6.9,,connapa01
103,Ish Smith,32,WAS,PG,5,0,22.2,3.2,8.6,0.372,0.4,1.4,0.286,2.8,7.2,0.389,0.395,0,0,,0.2,3,3.2,2.8,1.4,0.4,1,2.2,6.8,,smithis01
104,Bryn Forbes,27,MIL,SG,20,0,13.7,2.3,5.6,0.411,1.7,4.5,0.371,0.7,1.2,0.565,0.558,0.3,0.4,0.75,0.1,1.3,1.4,0.3,0.1,0.1,0.4,0.8,6.6,,forbebr01
105,Talen Horton-Tucker,20,LAL,SG,4,0,12,2.8,6,0.458,0.3,1.3,0.2,2.5,4.8,0.526,0.479,0.8,1.3,0.6,0.5,3,3.5,0.5,0.3,0,0.8,0.8,6.5,,hortota01
106,Anfernee Simons,21,POR,SG,6,0,17.8,2.3,4.2,0.56,1.8,3,0.611,0.5,1.2,0.429,0.78,0,0,,0.5,2.2,2.7,0.8,0.3,0.2,0.2,1,6.5,,simonan01
107,Grayson Allen,25,MEM,SG,5,0,23.2,2.4,6.6,0.364,1.6,4.2,0.381,0.8,2.4,0.333,0.485,0,0.2,0,0.6,2,2.6,0.2,0.4,0.2,0.2,2.6,6.4,,allengr01
108,Paul Millsap,35,DEN,PF,9,0,12.1,2.4,5.6,0.44,0.7,2.6,0.261,1.8,3,0.593,0.5,0.9,1.4,0.615,1,2.9,3.9,1.7,0.3,0.7,0.9,1.6,6.4,,millspa01
109,Raul Neto,28,WAS,PG,5,3,22.4,2.4,6.8,0.353,0.8,3,0.267,1.6,3.8,0.421,0.412,0.8,1,0.8,0.6,1.6,2.2,1,0.4,0,0.2,2.2,6.4,,netora01
110,Obi Toppin,22,NYK,PF,5,0,13,2.4,4.6,0.522,0.6,1.8,0.333,1.8,2.8,0.643,0.587,1,1.2,0.833,0.8,1.8,2.6,0.4,0,0.2,0.6,1.2,6.4,,toppiob01
